fileExtracted,Color0,Color2,Color4,Color8,relevante,topic_covid,topic_econ,delta,omicron,alza_casos,baja_casos,R0,R0_2,R0_4,R0_8,lugar
1645_COVID+Tamaulipas,2.0,2.0,2.0,2.0,7.0,0.0,0.10697203027950959,0,0,4,7,2.5,5.0,5.0,5.0,Tamaulipas
1646_COVID+Tamaulipas,2.0,2.0,2.0,2.0,8.0,0.11340142492526675,0.09531510295749379,0,0,8,9,2.5,5.0,5.0,5.0,Tamaulipas
1647_COVID+Tamaulipas,2.0,2.0,2.0,3.0,9.5,0.11691368087002726,0.1569204914972993,0,0,4,11,2.5,5.0,5.0,5.0,Tamaulipas
1648_COVID+Tamaulipas,2.0,2.0,3.0,2.0,7.0,0.09868862321733927,0.09861283717349666,0,0,1,5,2.5,5.0,5.0,7.000000000000001,Tamaulipas
1649_COVID+Tamaulipas,2.0,2.0,2.0,3.0,8.0,0.0,0.044303544616707734,0,0,0,6,2.5,5.0,5.0,5.0,Tamaulipas
164_COVID+Baja+California+Sur,2.0,2.0,2.0,3.0,9.0,0.09868862321733927,0.10191057138949952,0,0,3,16,2.5,5.0,5.0,5.0,Baja_California_Sur
1650_COVID+Tamaulipas,2.0,2.0,2.0,1.0,14.5,0.0,0.10697203027950959,0,0,8,12,2.5,5.0,5.0,5.0,Tamaulipas
1651_COVID+Tamaulipas,2.0,3.0,2.0,3.0,7.0,0.0,0.10191057138949952,0,0,4,2,2.5,5.0,7.000000000000001,5.25,Tamaulipas
1652_COVID+Tamaulipas,2.0,3.0,3.0,2.0,8.0,0.13513873852271524,0.16675646316711965,0,0,16,16,2.5,5.0,7.000000000000001,7.250000000000001,Tamaulipas
1653_COVID+Tamaulipas,2.0,2.0,1.0,2.0,9.0,0.0,0.10697203027950959,0,0,2,9,2.5,5.0,5.0,3.0000000000000004,Tamaulipas
1654_COVID+Tamaulipas,2.0,1.0,1.0,2.0,9.0,0.09868862321733927,0.10697203027950959,0,0,4,10,2.5,5.0,3.0000000000000004,2.75,Tamaulipas
1655_COVID+Tamaulipas,2.0,2.0,2.0,2.0,7.0,0.13513873852271524,0.09531510295749379,0,0,7,9,2.5,5.0,5.0,5.0,Tamaulipas
1656_COVID+Tamaulipas,2.0,2.0,2.0,3.0,9.0,0.13513873852271524,0.09861283717349666,0,0,18,12,2.5,5.0,5.0,5.0,Tamaulipas
1657_COVID+Tamaulipas,2.0,2.0,3.0,3.0,9.0,0.0,0.08860708923341547,5,0,6,8,7.0,14.0,14.0,19.6,Tamaulipas
1658_COVID+Tamaulipas,2.0,1.0,1.0,1.0,7.0,0.09237966861898057,0.08860708923341547,3,0,4,11,7.0,14.0,8.400000000000002,7.700000000000001,Tamaulipas
1659_COVID+Tamaulipas,2.0,2.0,2.0,3.0,7.0,0.0,0.09196109609545464,0,0,7,8,2.5,5.0,5.0,5.0,Tamaulipas
165_COVID+Baja+California+Sur,2.0,2.0,1.0,1.0,10.0,0.13513873852271524,0.08860708923341547,2,0,8,22,7.0,14.0,14.0,8.400000000000002,Baja_California_Sur
1660_COVID+Tamaulipas,2.0,2.0,3.0,3.0,11.0,0.04618983430949029,0.14477278380879371,0,0,4,5,2.5,5.0,5.0,7.000000000000001,Tamaulipas
1661_COVID+Tamaulipas,2.0,2.0,2.0,3.0,11.0,0.10762288814872205,0.10191057138949952,0,0,3,5,2.5,5.0,5.0,5.0,Tamaulipas
1662_COVID+Tamaulipas,2.0,2.0,3.0,2.0,6.5,0.0,0.1679123311764623,0,0,3,8,2.5,5.0,5.0,7.000000000000001,Tamaulipas
1663_COVID+Tamaulipas,1.0,1.0,2.0,2.0,10.0,0.13513873852271524,0.16675646316711965,0,0,5,17,2.5,2.5,2.5,4.5,Tamaulipas
1664_COVID+Tamaulipas,1.0,1.0,1.0,2.0,8.0,0.0,0.14477278380879371,2,1,3,7,10.0,10.0,10.0,10.0,Tamaulipas
1665_COVID+Tamaulipas,1.0,1.0,1.0,1.0,10.0,0.1009460696054746,0.08860708923341547,1,0,3,9,7.0,7.0,7.0,7.0,Tamaulipas
1666_COVID+Tamaulipas,1.0,1.0,3.0,3.0,8.5,0.13513873852271524,0.04023055497619473,2,0,4,9,7.0,7.0,7.0,18.200000000000003,Tamaulipas
1667_COVID+Tamaulipas,1.0,1.0,1.0,2.0,10.0,0.13513873852271524,0.08860708923341547,8,2,1,8,10.0,10.0,10.0,10.0,Tamaulipas
1668_COVID+Tamaulipas,1.0,1.0,2.0,2.0,11.0,0.0,0.10697203027950959,0,0,5,7,2.5,2.5,2.5,4.5,Tamaulipas
1669_COVID+Tamaulipas,1.0,1.0,1.0,1.0,7.0,0.09868862321733927,0.09531510295749379,1,0,1,5,7.0,7.0,7.0,7.0,Tamaulipas
166_COVID+Baja+California+Sur,2.0,3.0,3.0,2.0,11.5,0.23382736174005453,0.11377045680560796,0,0,11,28,2.5,5.0,7.000000000000001,7.250000000000001,Baja_California_Sur
1670_COVID+Tamaulipas,1.0,1.0,1.0,3.0,8.0,0.0,0.08860708923341547,6,2,3,6,10.0,10.0,10.0,10.0,Tamaulipas
1671_COVID+Tamaulipas,1.0,3.0,2.0,2.0,7.0,0.13513873852271524,0.09531510295749379,8,0,17,21,7.0,7.0,18.200000000000003,14.0,Tamaulipas
1672_COVID+Tamaulipas,1.0,1.0,1.0,1.0,10.0,0.13513873852271524,0.10191057138949952,7,0,4,5,7.0,7.0,7.0,7.0,Tamaulipas
1673_COVID+Tamaulipas,1.0,2.0,2.0,2.0,12.0,0.13513873852271524,0.08860708923341547,0,0,7,13,2.5,2.5,4.5,4.75,Tamaulipas
1674_COVID+Tlaxcala,4.0,4.0,3.0,3.0,9.0,0.13513873852271524,0.10191057138949952,0,0,4,15,2.5,10.0,10.0,8.0,Tlaxcala
1675_COVID+Tlaxcala,4.0,3.0,3.0,2.0,11.0,0.0,0.14477278380879371,0,0,5,10,2.5,10.0,8.0,7.750000000000002,Tlaxcala
1676_COVID+Tlaxcala,4.0,4.0,4.0,3.0,8.0,0.13513873852271524,0.19557911951292506,0,0,2,13,2.5,10.0,10.0,10.0,Tlaxcala
1677_COVID+Tlaxcala,4.0,3.0,3.0,2.0,9.0,0.0,0.08860708923341547,0,0,7,6,2.5,10.0,8.0,7.750000000000002,Tlaxcala
1678_COVID+Tlaxcala,4.0,4.0,4.0,3.0,7.0,0.13513873852271524,0.08860708923341547,0,0,4,12,2.5,10.0,10.0,10.0,Tlaxcala
1679_COVID+Tlaxcala,4.0,3.0,3.0,2.0,9.0,0.10762288814872205,0.14477278380879371,0,0,5,11,2.5,10.0,8.0,7.750000000000002,Tlaxcala
167_COVID+Baja+California+Sur,2.0,1.0,1.0,1.0,5.0,0.09868862321733927,0.08860708923341547,4,0,1,11,7.0,14.0,8.400000000000002,7.700000000000001,Baja_California_Sur
1680_COVID+Tlaxcala,4.0,4.0,3.0,3.0,7.0,0.09868862321733927,0.16906819918580493,0,0,2,12,2.5,10.0,10.0,8.0,Tlaxcala
1681_COVID+Tlaxcala,3.0,3.0,2.0,2.0,13.0,0.0,0.14477278380879371,0,0,1,12,2.5,7.5,7.500000000000001,5.5,Tlaxcala
1682_COVID+Tlaxcala,3.0,2.0,2.0,2.0,10.0,0.0,0.08860708923341547,0,0,1,4,2.5,7.5,5.5,5.25,Tlaxcala
1683_COVID+Tlaxcala,3.0,3.0,2.0,2.0,12.0,0.0,0.08860708923341547,0,0,4,11,2.5,7.5,7.500000000000001,5.5,Tlaxcala
1684_COVID+Tlaxcala,3.0,4.0,3.0,2.0,14.0,0.13513873852271524,0.14477278380879371,0,0,8,14,2.5,7.5,9.5,7.750000000000002,Tlaxcala
1685_COVID+Tlaxcala,3.0,3.0,3.0,2.0,6.0,0.0,0.16906819918580493,0,0,7,11,2.5,7.5,7.500000000000001,7.500000000000001,Tlaxcala
1686_COVID+Tlaxcala,3.0,3.0,3.0,2.0,8.0,0.09868862321733927,0.08860708923341547,4,0,6,8,7.0,21.0,21.000000000000004,21.000000000000004,Tlaxcala
1687_COVID+Tlaxcala,3.0,2.0,2.0,2.0,12.0,0.13513873852271524,0.09531510295749379,0,0,3,12,2.5,7.5,5.5,5.25,Tlaxcala
1688_COVID+Tlaxcala,3.0,2.0,2.0,1.0,6.0,0.0,0.08860708923341547,0,0,4,5,2.5,7.5,5.5,5.25,Tlaxcala
1689_COVID+Tlaxcala,3.0,2.0,2.0,2.0,6.5,0.04934431160866964,0.16906819918580493,0,0,0,9,2.5,7.5,5.5,5.25,Tlaxcala
168_COVID+Baja+California+Sur,2.0,3.0,3.0,3.0,11.5,0.23382736174005453,0.09778955975646253,0,0,12,26,2.5,5.0,7.000000000000001,7.250000000000001,Baja_California_Sur
1690_COVID+Tlaxcala,3.0,3.0,2.0,1.0,10.0,0.0,0.08860708923341547,6,0,1,7,7.0,21.0,21.000000000000004,15.400000000000002,Tlaxcala
1691_COVID+Tlaxcala,3.0,4.0,3.0,2.0,12.0,0.10762288814872205,0.08860708923341547,0,0,12,13,2.5,7.5,9.5,7.750000000000002,Tlaxcala
1692_COVID+Tlaxcala,3.0,3.0,3.0,2.0,7.0,0.1012356626471651,0.13686424672331463,0,0,5,13,2.5,7.5,7.500000000000001,7.500000000000001,Tlaxcala
1693_COVID+Tlaxcala,3.0,2.0,2.0,2.0,10.0,0.10762288814872205,0.10697203027950959,0,0,4,14,2.5,7.5,5.5,5.25,Tlaxcala
1694_COVID+Tlaxcala,3.0,3.0,4.0,3.0,9.0,0.10762288814872205,0.08860708923341547,0,0,7,11,2.5,7.5,7.500000000000001,9.5,Tlaxcala
1695_COVID+Tlaxcala,2.0,2.0,1.0,1.0,5.0,0.0,0.19051766062291497,2,0,0,3,7.0,14.0,14.0,8.400000000000002,Tlaxcala
1696_COVID+Tlaxcala,2.0,2.0,2.0,2.0,12.0,0.09981734641140694,0.10697203027950959,0,0,1,6,2.5,5.0,5.0,5.0,Tlaxcala
1697_COVID+Tlaxcala,2.0,2.0,2.0,2.0,6.0,0.10378270207699092,0.16906819918580493,0,0,5,12,2.5,5.0,5.0,5.0,Tlaxcala
1698_COVID+Tlaxcala,2.0,2.0,2.0,3.0,10.0,0.0,0.09525883031145749,0,0,6,16,2.5,5.0,5.0,5.0,Tlaxcala
1699_COVID+Tlaxcala,2.0,2.0,2.0,2.0,9.5,0.1012356626471651,0.12334167759914662,0,0,0,19,2.5,5.0,5.0,5.0,Tlaxcala
169_COVID+Baja+California+Sur,2.0,3.0,3.0,3.0,8.0,0.13513873852271524,0.16675646316711965,0,0,7,22,2.5,5.0,7.000000000000001,7.250000000000001,Baja_California_Sur
16_COVID+Aguascalientes,3.0,3.0,2.0,3.0,7.0,0.23382736174005453,0.10444130083450456,0,0,4,15,2.5,7.5,7.500000000000001,5.5,Aguascalientes
1700_COVID+Tlaxcala,2.0,1.0,1.0,1.0,9.5,0.09868862321733927,0.10697203027950959,0,0,5,10,2.5,5.0,3.0000000000000004,2.75,Tlaxcala
1701_COVID+Tlaxcala,2.0,3.0,3.0,3.0,8.0,0.09868862321733927,0.10697203027950959,0,0,9,17,2.5,5.0,7.000000000000001,7.250000000000001,Tlaxcala
1702_COVID+Tlaxcala,2.0,3.0,3.0,3.0,8.0,0.09868862321733927,0.08860708923341547,0,0,5,18,2.5,5.0,7.000000000000001,7.250000000000001,Tlaxcala
1703_COVID+Tlaxcala,2.0,2.0,2.0,2.0,9.0,0.09868862321733927,0.16906819918580493,0,0,5,11,2.5,5.0,5.0,5.0,Tlaxcala
1704_COVID+Tlaxcala,2.0,2.0,3.0,4.0,8.0,0.0,0.10191057138949952,0,0,4,15,2.5,5.0,5.0,7.000000000000001,Tlaxcala
1705_COVID+Tlaxcala,2.0,2.0,2.0,2.0,8.5,0.0,0.10191057138949952,0,0,3,7,2.5,5.0,5.0,5.0,Tlaxcala
1706_COVID+Tlaxcala,2.0,2.0,1.0,1.0,11.0,0.13513873852271524,0.10697203027950959,0,0,10,21,2.5,5.0,5.0,3.0000000000000004,Tlaxcala
1707_COVID+Tlaxcala,2.0,1.0,1.0,1.0,13.0,0.04934431160866964,0.11377045680560796,0,0,3,5,2.5,5.0,3.0000000000000004,2.75,Tlaxcala
1708_COVID+Tlaxcala,2.0,2.0,2.0,3.0,10.0,0.10378270207699092,0.08860708923341547,0,0,6,20,2.5,5.0,5.0,5.0,Tlaxcala
1709_COVID+Tlaxcala,2.0,2.0,1.0,1.0,8.0,0.0,0.17863706189501732,1,0,1,9,7.0,14.0,14.0,8.400000000000002,Tlaxcala
170_COVID+Baja+California+Sur,2.0,1.0,1.0,1.0,10.0,0.1525000672917003,0.08860708923341547,1,0,4,13,7.0,14.0,8.400000000000002,7.700000000000001,Baja_California_Sur
1710_COVID+Tlaxcala,2.0,2.0,2.0,1.0,10.0,0.0,0.08860708923341547,0,0,4,9,2.5,5.0,5.0,5.0,Tlaxcala
1711_COVID+Tlaxcala,2.0,2.0,2.0,2.0,6.0,0.09868862321733927,0.16906819918580493,0,0,4,13,2.5,5.0,5.0,5.0,Tlaxcala
1712_COVID+Tlaxcala,2.0,2.0,2.0,3.0,8.0,0.09868862321733927,0.10191057138949952,0,0,5,15,2.5,5.0,5.0,5.0,Tlaxcala
1713_COVID+Tlaxcala,2.0,2.0,1.0,1.0,12.0,0.0,0.14477278380879371,0,0,0,5,2.5,5.0,5.0,3.0000000000000004,Tlaxcala
1714_COVID+Tlaxcala,2.0,1.0,1.0,1.0,8.5,0.0,0.19304839006792002,0,0,1,10,2.5,5.0,3.0000000000000004,2.75,Tlaxcala
1715_COVID+Tlaxcala,2.0,2.0,3.0,4.0,8.0,0.13513873852271524,0.08860708923341547,0,0,5,14,2.5,5.0,5.0,7.000000000000001,Tlaxcala
1716_COVID+Tlaxcala,2.0,2.0,2.0,1.0,13.0,0.0,0.10697203027950959,0,0,0,7,2.5,5.0,5.0,5.0,Tlaxcala
1717_COVID+Tlaxcala,2.0,2.0,2.0,2.0,8.0,0.10378270207699092,0.1288376442096102,0,0,2,19,2.5,5.0,5.0,5.0,Tlaxcala
1718_COVID+Tlaxcala,1.0,1.0,1.0,1.0,9.0,0.0,0.10697203027950959,2,0,3,9,7.0,7.0,7.0,7.0,Tlaxcala
1719_COVID+Tlaxcala,1.0,1.0,1.0,1.0,11.0,0.13513873852271524,0.31384098299459867,0,0,0,9,2.5,2.5,2.5,2.5,Tlaxcala
171_COVID+Baja+California+Sur,1.0,1.0,1.0,1.0,9.0,0.09868862321733927,0.10697203027950959,4,0,0,13,7.0,7.0,7.0,7.0,Baja_California_Sur
1720_COVID+Tlaxcala,1.0,1.0,1.0,1.0,8.0,0.13513873852271524,0.2091759725651218,6,0,9,8,7.0,7.0,7.0,7.0,Tlaxcala
1721_COVID+Tlaxcala,1.0,1.0,1.0,2.0,4.5,0.13513873852271524,0.31384098299459867,0,0,1,3,2.5,2.5,2.5,2.5,Tlaxcala
1722_COVID+Tlaxcala,1.0,1.0,1.0,1.0,10.0,0.13513873852271524,0.16675646316711965,4,2,9,9,10.0,10.0,10.0,10.0,Tlaxcala
1723_COVID+Tlaxcala,1.0,1.0,1.0,1.0,8.0,0.0,0.2553635524005351,2,0,1,8,7.0,7.0,7.0,7.0,Tlaxcala
1724_COVID+Tlaxcala,1.0,1.0,1.0,1.0,10.0,0.0,0.2553635524005351,2,0,3,6,7.0,7.0,7.0,7.0,Tlaxcala
1725_COVID+Tlaxcala,1.0,1.0,1.0,1.0,8.0,0.13513873852271524,0.27372849344662925,0,0,3,8,2.5,2.5,2.5,2.5,Tlaxcala
1726_COVID+Tlaxcala,1.0,1.0,1.0,3.0,11.0,0.13513873852271524,0.2333798730422092,50,0,9,12,7.0,7.0,7.0,7.0,Tlaxcala
1727_COVID+Tlaxcala,1.0,1.0,1.0,1.0,11.0,0.13513873852271524,0.2957638836469907,0,0,4,12,2.5,2.5,2.5,2.5,Tlaxcala
1728_COVID+Tlaxcala,1.0,1.0,1.0,1.0,8.0,0.0,0.2333798730422092,0,0,0,5,2.5,2.5,2.5,2.5,Tlaxcala
1729_COVID+Tlaxcala,1.0,2.0,3.0,3.0,10.0,0.13513873852271524,0.08860708923341547,10,0,12,14,7.0,7.0,12.6,18.900000000000002,Tlaxcala
172_COVID+Baja+California+Sur,1.0,1.0,1.0,1.0,6.0,0.09868862321733927,0.16675646316711965,2,0,2,8,7.0,7.0,7.0,7.0,Baja_California_Sur
1730_COVID+Tlaxcala,1.0,1.0,1.0,2.0,10.0,0.13513873852271524,0.31384098299459867,7,0,8,13,7.0,7.0,7.0,7.0,Tlaxcala
1731_COVID+Tlaxcala,1.0,1.0,1.0,1.0,9.0,0.0,0.19051766062291497,0,0,2,8,2.5,2.5,2.5,2.5,Tlaxcala
1732_COVID+Tlaxcala,1.0,1.0,1.0,1.0,9.0,0.06756936926135762,0.2553635524005351,0,0,6,7,2.5,2.5,2.5,2.5,Tlaxcala
1733_COVID+Tlaxcala,1.0,1.0,1.0,1.0,8.0,0.0,0.2333798730422092,0,0,2,8,2.5,2.5,2.5,2.5,Tlaxcala
1734_COVID+Veracruz,4.0,4.0,3.0,4.0,9.0,0.13513873852271524,0.12056888333170633,0,0,4,10,2.5,10.0,10.0,8.0,Veracruz
1735_COVID+Veracruz,4.0,3.0,2.0,3.0,7.0,0.20439141833019575,0.17863706189501732,0,0,3,12,2.5,10.0,8.0,5.750000000000001,Veracruz
1736_COVID+Veracruz,4.0,4.0,4.0,2.0,10.0,0.13513873852271524,0.08860708923341547,0,0,10,11,2.5,10.0,10.0,10.0,Veracruz
1737_COVID+Veracruz,4.0,3.0,2.0,3.0,12.0,0.2427616266714373,0.09531510295749379,0,0,3,16,2.5,10.0,8.0,5.750000000000001,Veracruz
1738_COVID+Veracruz,4.0,4.0,3.0,3.0,9.5,0.22006943655305794,0.09531510295749379,0,0,8,17,2.5,10.0,10.0,8.0,Veracruz
1739_COVID+Veracruz,4.0,4.0,3.0,3.0,9.0,0.13513873852271524,0.08860708923341547,0,0,8,16,2.5,10.0,10.0,8.0,Veracruz
173_COVID+Baja+California+Sur,1.0,1.0,1.0,1.0,9.5,0.23382736174005453,0.08860708923341547,0,0,6,15,2.5,2.5,2.5,2.5,Baja_California_Sur
1740_COVID+Veracruz,4.0,4.0,4.0,2.0,7.5,0.13513873852271524,0.08860708923341547,0,0,4,9,2.5,10.0,10.0,10.0,Veracruz
1741_COVID+Veracruz,3.0,2.0,2.0,2.0,5.5,0.09868862321733927,0.12587240704415165,0,0,2,8,2.5,7.5,5.5,5.25,Veracruz
1742_COVID+Veracruz,3.0,3.0,3.0,2.0,10.0,0.13513873852271524,0.16675646316711965,5,0,10,13,7.0,21.0,21.000000000000004,21.000000000000004,Veracruz
1743_COVID+Veracruz,3.0,2.0,2.0,2.0,6.0,0.13513873852271524,0.08860708923341547,0,0,3,14,2.5,7.5,5.5,5.25,Veracruz
1744_COVID+Veracruz,3.0,2.0,2.0,1.0,13.0,0.13513873852271524,0.16675646316711965,10,0,4,9,7.0,21.0,15.400000000000002,14.700000000000001,Veracruz
1745_COVID+Veracruz,3.0,3.0,2.0,2.0,5.0,0.09868862321733927,0.10191057138949952,0,0,3,7,2.5,7.5,7.500000000000001,5.5,Veracruz
1746_COVID+Veracruz,3.0,4.0,4.0,3.0,8.0,0.11691368087002726,0.10191057138949952,0,0,8,12,2.5,7.5,9.5,9.75,Veracruz
1747_COVID+Veracruz,3.0,2.0,3.0,2.0,8.0,0.09868862321733927,0.10697203027950959,0,0,3,9,2.5,7.5,5.5,7.250000000000001,Veracruz
1748_COVID+Veracruz,3.0,3.0,2.0,2.0,6.0,0.0,0.10191057138949952,0,0,1,7,2.5,7.5,7.500000000000001,5.5,Veracruz
1749_COVID+Veracruz,3.0,2.0,3.0,2.0,8.5,0.13513873852271524,0.10444130083450456,0,0,1,15,2.5,7.5,5.5,7.250000000000001,Veracruz
174_COVID+Baja+California+Sur,1.0,1.0,2.0,1.0,7.0,0.09868862321733927,0.08860708923341547,1,0,4,14,7.0,7.0,7.0,12.6,Baja_California_Sur
1750_COVID+Veracruz,3.0,3.0,2.0,1.0,11.0,0.0,0.16675646316711965,0,0,5,7,2.5,7.5,7.500000000000001,5.5,Veracruz
1751_COVID+Veracruz,3.0,3.0,2.0,1.0,9.0,0.10762288814872205,0.16675646316711965,38,0,3,5,7.0,21.0,21.000000000000004,15.400000000000002,Veracruz
1752_COVID+Veracruz,3.0,3.0,2.0,1.0,10.0,0.23608480812818983,0.09525883031145749,0,0,6,14,2.5,7.5,7.500000000000001,5.5,Veracruz
1753_COVID+Veracruz,3.0,3.0,3.0,2.0,11.0,0.13513873852271524,0.14477278380879371,1,0,11,9,7.0,21.0,21.000000000000004,21.000000000000004,Veracruz
1754_COVID+Veracruz,3.0,3.0,3.0,2.0,12.5,0.13513873852271524,0.16675646316711965,2,0,9,13,7.0,21.0,21.000000000000004,21.000000000000004,Veracruz
1755_COVID+Veracruz,3.0,2.0,2.0,1.0,14.0,0.0,0.10697203027950959,0,0,6,6,2.5,7.5,5.5,5.25,Veracruz
1756_COVID+Veracruz,2.0,2.0,1.0,2.0,9.0,0.11917996170181146,0.08860708923341547,1,0,4,14,7.0,14.0,14.0,8.400000000000002,Veracruz
1757_COVID+Veracruz,2.0,2.0,2.0,3.0,12.0,0.11691368087002726,0.09525883031145749,3,0,7,12,7.0,14.0,14.0,14.0,Veracruz
1758_COVID+Veracruz,2.0,2.0,3.0,3.0,9.0,0.13513873852271524,0.14477278380879371,0,0,9,10,2.5,5.0,5.0,7.000000000000001,Veracruz
1759_COVID+Veracruz,2.0,2.0,1.0,1.0,9.0,0.09868862321733927,0.10697203027950959,0,0,6,12,2.5,5.0,5.0,3.0000000000000004,Veracruz
175_COVID+Baja+California+Sur,1.0,1.0,1.0,1.0,4.0,0.09868862321733927,0.09531510295749379,3,0,3,11,7.0,7.0,7.0,7.0,Baja_California_Sur
1760_COVID+Veracruz,2.0,2.0,3.0,3.0,12.0,0.23382736174005453,0.08860708923341547,1,0,8,17,7.0,14.0,14.0,19.6,Veracruz
1761_COVID+Veracruz,2.0,2.0,1.0,1.0,9.0,0.0,0.16675646316711965,0,0,0,3,2.5,5.0,5.0,3.0000000000000004,Veracruz
1762_COVID+Veracruz,2.0,2.0,1.0,1.0,8.5,0.09868862321733927,0.16675646316711965,0,0,4,7,2.5,5.0,5.0,3.0000000000000004,Veracruz
1763_COVID+Veracruz,2.0,2.0,1.0,2.0,5.0,0.09868862321733927,0.08860708923341547,0,0,3,7,2.5,5.0,5.0,3.0000000000000004,Veracruz
1764_COVID+Veracruz,2.0,2.0,1.0,1.0,10.0,0.0,0.10697203027950959,0,0,4,10,2.5,5.0,5.0,3.0000000000000004,Veracruz
